rlat,rlon,block,block1,block2,block3,block4
0.08,-2.44,12,12,13,18,19
0.1,-2.44,12,12,13,18,19
0.12,-2.44,12,12,13,18,19
0.14,-2.44,12,12,13,18,19
0.16,-2.44,12,12,13,18,19
0.18,-2.44,12,12,18,13,19
0.2,-2.44,12,12,18,13,19
0.22,-2.44,12,12,18,13,19
0.24,-2.44,18,18,12,19,13
0.26,-2.44,18,18,12,19,13
0.28,-2.44,18,18,12,19,13
0.3,-2.44,18,18,19,12,13
0.32,-2.44,18,18,19,12,13
0.34,-2.44,18,18,19,12,13
0.36,-2.44,18,18,19,12,13
0.38,-2.44,18,18,19,12,24
0.4,-2.44,18,18,19,12,24
0.42,-2.44,18,18,19,24,12
0.44,-2.44,18,18,19,24,12
0.46,-2.44,18,18,19,24,25
0.48,-2.44,18,18,19,24,25
0.5,-2.44,18,18,19,24,25
0.52,-2.44,18,18,19,24,25
0.54,-2.44,18,18,19,24,25
0.56,-2.44,18,18,24,19,25
0.58,-2.44,18,18,24,19,25
0.6,-2.44,18,18,24,19,25
0.62,-2.44,18,18,24,19,25
0.64,-2.44,18,18,24,19,25
0.66,-2.44,18,18,24,25,19
0.68,-2.44,18,18,24,25,19
0.7,-2.44,18,18,24,25,19
0.72,-2.44,24,24,18,25,19
0.74,-2.44,24,24,18,25,19
0.76,-2.44,24,24,25,18,19
0.78,-2.44,24,24,25,18,19
0.8,-2.44,24,24,25,18,19
0.82,-2.44,24,24,25,18,19
0.84,-2.44,24,24,25,18,19
0.86,-2.44,24,24,25,18,19
0.88,-2.44,24,24,25,18,19
0.9,-2.44,24,24,25,18,19
0.92,-2.44,24,24,25,18,19
0.94,-2.44,24,24,25,18,19
-1.2,-2.42,0,0,1,6,7
-1.18,-2.42,0,0,1,6,7
-1.16,-2.42,0,0,1,6,7
-1.14,-2.42,0,0,1,6,7
-1.12,-2.42,0,0,1,6,7
-1.1,-2.42,0,0,1,6,7
-1.08,-2.42,0,0,1,6,7
-1.06,-2.42,0,0,1,6,7
-1.04,-2.42,0,0,1,6,7
-1.02,-2.42,0,0,1,6,7
-1.0,-2.42,0,0,1,6,7
-0.98,-2.42,0,0,1,6,7
-0.96,-2.42,0,0,1,6,7
-0.94,-2.42,0,0,1,6,7
-0.92,-2.42,0,0,1,6,7
-0.9,-2.42,0,0,1,6,7
-0.88,-2.42,0,0,1,6,7
-0.86,-2.42,0,0,1,6,7
-0.84,-2.42,0,0,1,6,7
-0.82,-2.42,0,0,1,6,7
-0.8,-2.42,0,0,1,6,7
-0.78,-2.42,0,0,1,6,7
-0.76,-2.42,0,0,6,1,7
-0.74,-2.42,0,0,6,1,7
-0.72,-2.42,6,6,0,7,1
-0.7,-2.42,6,6,0,7,1
-0.68,-2.42,6,6,7,0,1
-0.66,-2.42,6,6,7,0,1
-0.64,-2.42,6,6,7,0,1
-0.62,-2.42,6,6,7,0,1
-0.6,-2.42,6,6,7,0,1
-0.58,-2.42,6,6,7,0,1
-0.56,-2.42,6,6,7,0,1
-0.54,-2.42,6,6,7,0,1
-0.52,-2.42,6,6,7,0,1
-0.5,-2.42,6,6,7,0,12
-0.48,-2.42,6,6,7,12,0
-0.46,-2.42,6,6,7,12,13
-0.44,-2.42,6,6,7,12,13
-0.42,-2.42,6,6,7,12,13
-0.4,-2.42,6,6,7,12,13
-0.38,-2.42,6,6,7,12,13
-0.36,-2.42,6,6,7,12,13
-0.34,-2.42,6,6,7,12,13
-0.32,-2.42,6,6,7,12,13
-0.3,-2.42,6,6,7,12,13
-0.28,-2.42,6,6,12,7,13
-0.26,-2.42,6,6,12,7,13
-0.24,-2.42,12,12,6,13,7
-0.22,-2.42,12,12,6,13,7
-0.2,-2.42,12,12,13,6,7
-0.18,-2.42,12,12,13,6,7
-0.16,-2.42,12,12,13,6,7
-0.14,-2.42,12,12,13,6,7
-0.12,-2.42,12,12,13,6,7
-0.1,-2.42,12,12,13,6,7
-0.08,-2.42,12,12,13,6,7
-0.06,-2.42,12,12,13,6,7
-0.04,-2.42,12,12,13,6,7
-0.02,-2.42,12,12,13,6,18
0.0,-2.42,12,12,13,18,6
0.02,-2.42,12,12,13,18,19
0.04,-2.42,12,12,13,18,19
0.06,-2.42,12,12,13,18,19
0.08,-2.42,12,12,13,18,19
0.1,-2.42,12,12,13,18,19
0.12,-2.42,12,12,13,18,19
0.14,-2.42,12,12,13,18,19
0.16,-2.42,12,12,13,18,19
0.18,-2.42,12,12,13,18,19
0.2,-2.42,12,12,18,13,19
0.22,-2.42,12,12,18,13,19
0.24,-2.42,18,18,12,19,13
0.26,-2.42,18,18,12,19,13
0.28,-2.42,18,18,19,12,13
0.3,-2.42,18,18,19,12,13
0.32,-2.42,18,18,19,12,13
0.34,-2.42,18,18,19,12,13
0.36,-2.42,18,18,19,12,13
0.38,-2.42,18,18,19,12,13
0.4,-2.42,18,18,19,12,24
0.42,-2.42,18,18,19,24,12
0.44,-2.42,18,18,19,24,25
0.46,-2.42,18,18,19,24,25
0.48,-2.42,18,18,19,24,25
0.5,-2.42,18,18,19,24,25
0.52,-2.42,18,18,19,24,25
0.54,-2.42,18,18,19,24,25
0.56,-2.42,18,18,19,24,25
0.58,-2.42,18,18,19,24,25
0.6,-2.42,18,18,24,19,25
0.62,-2.42,18,18,24,19,25
0.64,-2.42,18,18,24,19,25
0.66,-2.42,18,18,24,25,19
0.68,-2.42,18,18,24,25,19
0.7,-2.42,18,18,24,25,19
0.72,-2.42,24,24,25,18,19
0.74,-2.42,24,24,25,18,19
0.76,-2.42,24,24,25,18,19
0.78,-2.42,24,24,25,18,19
0.8,-2.42,24,24,25,18,19
0.82,-2.42,24,24,25,18,19
0.84,-2.42,24,24,25,18,19
0.86,-2.42,24,24,25,18,19
0.88,-2.42,24,24,25,18,19
0.9,-2.42,24,24,25,18,19
0.92,-2.42,24,24,25,18,19
0.94,-2.42,24,24,25,18,19
-1.2,-2.4,0,0,1,6,7
-1.18,-2.4,0,0,1,6,7
-1.16,-2.4,0,0,1,6,7
-1.14,-2.4,0,0,1,6,7
-1.12,-2.4,0,0,1,6,7
-1.1,-2.4,0,0,1,6,7
-1.08,-2.4,0,0,1,6,7
-1.06,-2.4,0,0,1,6,7
-1.04,-2.4,0,0,1,6,7
-1.02,-2.4,0,0,1,6,7
-1.0,-2.4,0,0,1,6,7
-0.98,-2.4,0,0,1,6,7
-0.96,-2.4,0,0,1,6,7
-0.94,-2.4,0,0,1,6,7
-0.92,-2.4,0,0,1,6,7
-0.9,-2.4,0,0,1,6,7
-0.88,-2.4,0,0,1,6,7
-0.86,-2.4,0,0,1,6,7
-0.84,-2.4,0,0,1,6,7
-0.82,-2.4,0,0,1,6,7
-0.8,-2.4,0,0,1,6,7
-0.78,-2.4,0,0,1,6,7
-0.76,-2.4,0,0,1,6,7
-0.74,-2.4,0,0,6,1,7
-0.72,-2.4,6,6,0,7,1
-0.7,-2.4,6,6,7,0,1
-0.68,-2.4,6,6,7,0,1
-0.66,-2.4,6,6,7,0,1
-0.64,-2.4,6,6,7,0,1
-0.62,-2.4,6,6,7,0,1
-0.6,-2.4,6,6,7,0,1
-0.58,-2.4,6,6,7,0,1
-0.56,-2.4,6,6,7,0,1
-0.54,-2.4,6,6,7,0,1
-0.52,-2.4,6,6,7,0,1
-0.5,-2.4,6,6,7,0,12
-0.48,-2.4,6,6,7,12,0
-0.46,-2.4,6,6,7,12,13
-0.44,-2.4,6,6,7,12,13
-0.42,-2.4,6,6,7,12,13
-0.4,-2.4,6,6,7,12,13
-0.38,-2.4,6,6,7,12,13
-0.36,-2.4,6,6,7,12,13
-0.34,-2.4,6,6,7,12,13
-0.32,-2.4,6,6,7,12,13
-0.3,-2.4,6,6,7,12,13
-0.28,-2.4,6,6,7,12,13
-0.26,-2.4,6,6,12,7,13
-0.24,-2.4,12,12,6,13,7
-0.22,-2.4,12,12,13,6,7
-0.2,-2.4,12,12,13,6,7
-0.18,-2.4,12,12,13,6,7
-0.16,-2.4,12,12,13,6,7
-0.14,-2.4,12,12,13,6,7
-0.12,-2.4,12,12,13,6,7
-0.1,-2.4,12,12,13,6,7
-0.08,-2.4,12,12,13,6,7
-0.06,-2.4,12,12,13,6,7
-0.04,-2.4,12,12,13,6,7
-0.02,-2.4,12,12,13,6,18
0.0,-2.4,12,12,13,18,6
0.02,-2.4,12,12,13,18,19
0.04,-2.4,12,12,13,18,19
0.06,-2.4,12,12,13,18,19
0.08,-2.4,12,12,13,18,19
0.1,-2.4,12,12,13,18,19
0.12,-2.4,12,12,13,18,19
0.14,-2.4,12,12,13,18,19
0.16,-2.4,12,12,13,18,19
0.18,-2.4,12,12,13,18,19
0.2,-2.4,12,12,13,18,19
0.22,-2.4,12,12,18,13,19
0.24,-2.4,18,18,12,19,13
0.26,-2.4,18,18,19,12,13
0.28,-2.4,18,18,19,12,13
0.3,-2.4,18,18,19,12,13
0.32,-2.4,18,18,19,12,13
0.34,-2.4,18,18,19,12,13
0.36,-2.4,18,18,19,12,13
0.38,-2.4,18,18,19,12,13
0.4,-2.4,18,18,19,12,24
0.42,-2.4,18,18,19,24,12
0.44,-2.4,18,18,19,24,25
0.46,-2.4,18,18,19,24,25
0.48,-2.4,18,18,19,24,25
0.5,-2.4,18,18,19,24,25
0.52,-2.4,18,18,19,24,25
0.54,-2.4,18,18,19,24,25
0.56,-2.4,18,18,19,24,25
0.58,-2.4,18,18,19,24,25
0.6,-2.4,18,18,19,24,25
0.62,-2.4,18,18,24,19,25
0.64,-2.4,18,18,24,19,25
0.66,-2.4,18,18,24,25,19
0.68,-2.4,18,18,24,25,19
0.7,-2.4,18,18,24,25,19
0.72,-2.4,24,24,25,18,19
0.74,-2.4,24,24,25,18,19
0.76,-2.4,24,24,25,18,19
0.78,-2.4,24,24,25,18,19
0.8,-2.4,24,24,25,18,19
0.82,-2.4,24,24,25,18,19
0.84,-2.4,24,24,25,18,19
0.86,-2.4,24,24,25,18,19
0.88,-2.4,24,24,25,18,19
0.9,-2.4,24,24,25,18,19
0.92,-2.4,24,24,25,18,19
0.94,-2.4,24,24,25,18,19
-1.2,-2.38,0,0,1,6,7
-1.18,-2.38,0,0,1,6,7
-1.16,-2.38,0,0,1,6,7
-1.14,-2.38,0,0,1,6,7
-1.12,-2.38,0,0,1,6,7
-1.1,-2.38,0,0,1,6,7
-1.08,-2.38,0,0,1,6,7
-1.06,-2.38,0,0,1,6,7
-1.04,-2.38,0,0,1,6,7
-1.02,-2.38,0,0,1,6,7
-1.0,-2.38,0,0,1,6,7
-0.98,-2.38,0,0,1,6,7
-0.96,-2.38,0,0,1,6,7
-0.94,-2.38,0,0,1,6,7
-0.92,-2.38,0,0,1,6,7
-0.9,-2.38,0,0,1,6,7
-0.88,-2.38,0,0,1,6,7
-0.86,-2.38,0,0,1,6,7
-0.84,-2.38,0,0,1,6,7
-0.82,-2.38,0,0,1,6,7
-0.8,-2.38,0,0,1,6,7
-0.78,-2.38,0,0,1,6,7
-0.76,-2.38,0,0,1,6,7
-0.74,-2.38,0,0,1,6,7
-0.72,-2.38,6,6,7,0,1
-0.7,-2.38,6,6,7,0,1
-0.68,-2.38,6,6,7,0,1
-0.66,-2.38,6,6,7,0,1
-0.64,-2.38,6,6,7,0,1
-0.62,-2.38,6,6,7,0,1
-0.6,-2.38,6,6,7,0,1
-0.58,-2.38,6,6,7,0,1
-0.56,-2.38,6,6,7,0,1
-0.54,-2.38,6,6,7,0,1
-0.52,-2.38,6,6,7,0,1
-0.5,-2.38,6,6,7,0,1
-0.48,-2.38,6,6,7,12,13
-0.46,-2.38,6,6,7,12,13
-0.44,-2.38,6,6,7,12,13
-0.42,-2.38,6,6,7,12,13
-0.4,-2.38,6,6,7,12,13
-0.38,-2.38,6,6,7,12,13
-0.36,-2.38,6,6,7,12,13
-0.34,-2.38,6,6,7,12,13
-0.32,-2.38,6,6,7,12,13
-0.3,-2.38,6,6,7,12,13
-0.28,-2.38,6,6,7,12,13
-0.26,-2.38,6,6,7,12,13
-0.24,-2.38,12,12,13,6,7
-0.22,-2.38,12,12,13,6,7
-0.2,-2.38,12,12,13,6,7
-0.18,-2.38,12,12,13,6,7
-0.16,-2.38,12,12,13,6,7
-0.14,-2.38,12,12,13,6,7
-0.12,-2.38,12,12,13,6,7
-0.1,-2.38,12,12,13,6,7
-0.08,-2.38,12,12,13,6,7
-0.06,-2.38,12,12,13,6,7
-0.04,-2.38,12,12,13,6,7
-0.02,-2.38,12,12,13,6,7
0.0,-2.38,12,12,13,18,19
0.02,-2.38,12,12,13,18,19
0.04,-2.38,12,12,13,18,19
0.06,-2.38,12,12,13,18,19
0.08,-2.38,12,12,13,18,19
0.1,-2.38,12,12,13,18,19
0.12,-2.38,12,12,13,18,19
0.14,-2.38,12,12,13,18,19
0.16,-2.38,12,12,13,18,19
0.18,-2.38,12,12,13,18,19
0.2,-2.38,12,12,13,18,19
0.22,-2.38,12,12,13,18,19
0.24,-2.38,18,18,19,12,13
0.26,-2.38,18,18,19,12,13
0.28,-2.38,18,18,19,12,13
0.3,-2.38,18,18,19,12,13
0.32,-2.38,18,18,19,12,13
0.34,-2.38,18,18,19,12,13
0.36,-2.38,18,18,19,12,13
0.38,-2.38,18,18,19,12,13
0.4,-2.38,18,18,19,12,13
0.42,-2.38,18,18,19,24,25
0.44,-2.38,18,18,19,24,25
0.46,-2.38,18,18,19,24,25
0.48,-2.38,18,18,19,24,25
0.5,-2.38,18,18,19,24,25
0.52,-2.38,18,18,19,24,25
0.54,-2.38,18,18,19,24,25
0.56,-2.38,18,18,19,24,25
0.58,-2.38,18,18,19,24,25
0.6,-2.38,18,18,19,24,25
0.62,-2.38,18,18,19,24,25
0.64,-2.38,18,18,24,19,25
0.66,-2.38,18,18,24,25,19
0.68,-2.38,18,18,24,25,19
0.7,-2.38,18,18,24,25,19
0.72,-2.38,24,24,25,18,19
0.74,-2.38,24,24,25,18,19
0.76,-2.38,24,24,25,18,19
0.78,-2.38,24,24,25,18,19
0.8,-2.38,24,24,25,18,19
0.82,-2.38,24,24,25,18,19
0.84,-2.38,24,24,25,18,19
0.86,-2.38,24,24,25,18,19
0.88,-2.38,24,24,25,18,19
0.9,-2.38,24,24,25,18,19
0.92,-2.38,24,24,25,18,19
0.94,-2.38,24,24,25,18,19
-1.2,-2.36,1,1,0,7,2
-1.18,-2.36,1,1,0,7,6
-1.16,-2.36,1,1,0,7,6
-1.14,-2.36,1,1,0,7,6
-1.12,-2.36,1,1,0,7,6
-1.1,-2.36,1,1,0,7,6
-1.08,-2.36,1,1,0,7,6
-1.06,-2.36,1,1,0,7,6
-1.04,-2.36,1,1,0,7,6
-1.02,-2.36,1,1,0,7,6
-1.0,-2.36,1,1,0,7,6
-0.98,-2.36,1,1,0,7,6
-0.96,-2.36,1,1,0,7,6
-0.94,-2.36,1,1,0,7,6
-0.92,-2.36,1,1,0,7,6
-0.9,-2.36,1,1,0,7,6
-0.88,-2.36,1,1,0,7,6
-0.86,-2.36,1,1,0,7,6
-0.84,-2.36,1,1,0,7,6
-0.82,-2.36,1,1,0,7,6
-0.8,-2.36,1,1,0,7,6
-0.78,-2.36,1,1,0,7,6
-0.76,-2.36,1,1,0,7,6
-0.74,-2.36,1,1,7,0,6
-0.72,-2.36,7,7,1,6,0
-0.7,-2.36,7,7,6,1,0
-0.68,-2.36,7,7,6,1,0
-0.66,-2.36,7,7,6,1,0
-0.64,-2.36,7,7,6,1,0
-0.62,-2.36,7,7,6,1,0
-0.6,-2.36,7,7,6,1,0
-0.58,-2.36,7,7,6,1,0
-0.56,-2.36,7,7,6,1,0
-0.54,-2.36,7,7,6,1,0
-0.52,-2.36,7,7,6,1,0
-0.5,-2.36,7,7,6,1,0
-0.48,-2.36,7,7,6,13,12
-0.46,-2.36,7,7,6,13,12
-0.44,-2.36,7,7,6,13,12
-0.42,-2.36,7,7,6,13,12
-0.4,-2.36,7,7,6,13,12
-0.38,-2.36,7,7,6,13,12
-0.36,-2.36,7,7,6,13,12
-0.34,-2.36,7,7,6,13,12
-0.32,-2.36,7,7,6,13,12
-0.3,-2.36,7,7,6,13,12
-0.28,-2.36,7,7,6,13,12
-0.26,-2.36,7,7,13,6,12
-0.24,-2.36,13,13,7,12,6
-0.22,-2.36,13,13,12,7,6
-0.2,-2.36,13,13,12,7,6
-0.18,-2.36,13,13,12,7,6
-0.16,-2.36,13,13,12,7,6
-0.14,-2.36,13,13,12,7,6
-0.12,-2.36,13,13,12,7,6
-0.1,-2.36,13,13,12,7,6
-0.08,-2.36,13,13,12,7,6
-0.06,-2.36,13,13,12,7,6
-0.04,-2.36,13,13,12,7,6
-0.02,-2.36,13,13,12,7,6
0.0,-2.36,13,13,12,19,18
0.02,-2.36,13,13,12,19,18
0.04,-2.36,13,13,12,19,18
0.06,-2.36,13,13,12,19,18
0.08,-2.36,13,13,12,19,18
0.1,-2.36,13,13,12,19,18
0.12,-2.36,13,13,12,19,18
0.14,-2.36,13,13,12,19,18
0.16,-2.36,13,13,12,19,18
0.18,-2.36,13,13,12,19,18
0.2,-2.36,13,13,12,19,18
0.22,-2.36,13,13,19,12,18
0.24,-2.36,19,19,13,18,12
0.26,-2.36,19,19,18,13,12
0.28,-2.36,19,19,18,13,12
0.3,-2.36,19,19,18,13,12
0.32,-2.36,19,19,18,13,12
0.34,-2.36,19,19,18,13,12
0.36,-2.36,19,19,18,13,12
0.38,-2.36,19,19,18,13,12
0.4,-2.36,19,19,18,13,12
0.42,-2.36,19,19,18,25,24
0.44,-2.36,19,19,18,25,24
0.46,-2.36,19,19,18,25,24
0.48,-2.36,19,19,18,25,24
0.5,-2.36,19,19,18,25,24
0.52,-2.36,19,19,18,25,24
0.54,-2.36,19,19,18,25,24
0.56,-2.36,19,19,18,25,24
0.58,-2.36,19,19,18,25,24
0.6,-2.36,19,19,18,25,24
0.62,-2.36,19,19,18,25,24
0.64,-2.36,19,19,25,18,24
0.66,-2.36,19,19,25,24,18
0.68,-2.36,19,19,25,24,18
0.7,-2.36,19,19,25,24,18
0.72,-2.36,25,25,24,19,18
0.74,-2.36,25,25,24,19,18
0.76,-2.36,25,25,24,19,18
0.78,-2.36,25,25,24,19,18
0.8,-2.36,25,25,24,19,18
0.82,-2.36,25,25,24,19,18
0.84,-2.36,25,25,24,19,18
0.86,-2.36,25,25,24,19,18
0.88,-2.36,25,25,24,19,18
0.9,-2.36,25,25,24,19,18
0.92,-2.36,25,25,24,19,18
0.94,-2.36,25,25,24,19,18
-1.2,-2.34,1,1,0,2,7
-1.18,-2.34,1,1,0,2,7
-1.16,-2.34,1,1,0,7,2
-1.14,-2.34,1,1,0,7,6
-1.12,-2.34,1,1,0,7,6
-1.1,-2.34,1,1,0,7,6
-1.08,-2.34,1,1,0,7,6
-1.06,-2.34,1,1,0,7,6
-1.04,-2.34,1,1,0,7,6
-1.02,-2.34,1,1,0,7,6
-1.0,-2.34,1,1,0,7,6
-0.98,-2.34,1,1,0,7,6
-0.96,-2.34,1,1,0,7,6
-0.94,-2.34,1,1,0,7,6
-0.92,-2.34,1,1,0,7,6
-0.9,-2.34,1,1,0,7,6
-0.88,-2.34,1,1,0,7,6
-0.86,-2.34,1,1,0,7,6
-0.84,-2.34,1,1,0,7,6
-0.82,-2.34,1,1,0,7,6
-0.8,-2.34,1,1,0,7,6
-0.78,-2.34,1,1,0,7,6
-0.76,-2.34,1,1,7,0,6
-0.74,-2.34,1,1,7,0,6
-0.72,-2.34,7,7,1,6,0
-0.7,-2.34,7,7,1,6,0
-0.68,-2.34,7,7,6,1,0
-0.66,-2.34,7,7,6,1,0
-0.64,-2.34,7,7,6,1,0
-0.62,-2.34,7,7,6,1,0
-0.6,-2.34,7,7,6,1,0
-0.58,-2.34,7,7,6,1,0
-0.56,-2.34,7,7,6,1,0
-0.54,-2.34,7,7,6,1,0
-0.52,-2.34,7,7,6,1,0
-0.5,-2.34,7,7,6,1,13
-0.48,-2.34,7,7,6,13,1
-0.46,-2.34,7,7,6,13,12
-0.44,-2.34,7,7,6,13,12
-0.42,-2.34,7,7,6,13,12
-0.4,-2.34,7,7,6,13,12
-0.38,-2.34,7,7,6,13,12
-0.36,-2.34,7,7,6,13,12
-0.34,-2.34,7,7,6,13,12
-0.32,-2.34,7,7,6,13,12
-0.3,-2.34,7,7,6,13,12
-0.28,-2.34,7,7,13,6,12
-0.26,-2.34,7,7,13,6,12
-0.24,-2.34,13,13,7,12,6
-0.22,-2.34,13,13,7,12,6
-0.2,-2.34,13,13,12,7,6
-0.18,-2.34,13,13,12,7,6
-0.16,-2.34,13,13,12,7,6
-0.14,-2.34,13,13,12,7,6
-0.12,-2.34,13,13,12,7,6
-0.1,-2.34,13,13,12,7,6
-0.08,-2.34,13,13,12,7,6
-0.06,-2.34,13,13,12,7,6
-0.04,-2.34,13,13,12,7,6
-0.02,-2.34,13,13,12,7,19
0.0,-2.34,13,13,12,19,7
0.02,-2.34,13,13,12,19,18
0.04,-2.34,13,13,12,19,18
0.06,-2.34,13,13,12,19,18
0.08,-2.34,13,13,12,19,18
0.1,-2.34,13,13,12,19,18
0.12,-2.34,13,13,12,19,18
0.14,-2.34,13,13,12,19,18
0.16,-2.34,13,13,12,19,18
0.18,-2.34,13,13,12,19,18
0.2,-2.34,13,13,19,12,18
0.22,-2.34,13,13,19,12,18
0.24,-2.34,19,19,13,18,12
0.26,-2.34,19,19,13,18,12
0.28,-2.34,19,19,18,13,12
0.3,-2.34,19,19,18,13,12
0.32,-2.34,19,19,18,13,12
0.34,-2.34,19,19,18,13,12
0.36,-2.34,19,19,18,13,12
0.38,-2.34,19,19,18,13,12
0.4,-2.34,19,19,18,13,25
0.42,-2.34,19,19,18,25,13
0.44,-2.34,19,19,18,25,24
0.46,-2.34,19,19,18,25,24
0.48,-2.34,19,19,18,25,24
0.5,-2.34,19,19,18,25,24
0.52,-2.34,19,19,18,25,24
0.54,-2.34,19,19,18,25,24
0.56,-2.34,19,19,18,25,24
0.58,-2.34,19,19,18,25,24
0.6,-2.34,19,19,18,25,24
0.62,-2.34,19,19,25,18,24
0.64,-2.34,19,19,25,18,24
0.66,-2.34,19,19,25,24,18
0.68,-2.34,19,19,25,24,18
0.7,-2.34,19,19,25,24,18
0.72,-2.34,25,25,24,19,18
0.74,-2.34,25,25,24,19,18
0.76,-2.34,25,25,24,19,18
0.78,-2.34,25,25,24,19,18
0.8,-2.34,25,25,24,19,18
0.82,-2.34,25,25,24,19,18
0.84,-2.34,25,25,24,19,18
0.86,-2.34,25,25,24,19,18
0.88,-2.34,25,25,24,19,18
0.9,-2.34,25,25,24,19,18
0.92,-2.34,25,25,24,19,18
0.94,-2.34,25,25,24,19,18
-1.2,-2.32,1,1,0,2,7
-1.18,-2.32,1,1,0,2,7
-1.16,-2.32,1,1,0,7,2
-1.14,-2.32,1,1,0,7,2
-1.12,-2.32,1,1,0,7,2
-1.1,-2.32,1,1,0,7,6
-1.08,-2.32,1,1,0,7,6
-1.06,-2.32,1,1,0,7,6
-1.04,-2.32,1,1,0,7,6
-1.02,-2.32,1,1,0,7,6
-1.0,-2.32,1,1,0,7,6
-0.98,-2.32,1,1,0,7,6
-0.96,-2.32,1,1,0,7,6
-0.94,-2.32,1,1,0,7,6
-0.92,-2.32,1,1,0,7,6
-0.9,-2.32,1,1,0,7,6
-0.88,-2.32,1,1,0,7,6
-0.86,-2.32,1,1,0,7,6
-0.84,-2.32,1,1,0,7,6
-0.82,-2.32,1,1,0,7,6
-0.8,-2.32,1,1,0,7,6
-0.78,-2.32,1,1,7,0,6
-0.76,-2.32,1,1,7,0,6
-0.74,-2.32,1,1,7,0,6
-0.72,-2.32,7,7,1,6,0
-0.7,-2.32,7,7,1,6,0
-0.68,-2.32,7,7,1,6,0
-0.66,-2.32,7,7,6,1,0
-0.64,-2.32,7,7,6,1,0
-0.62,-2.32,7,7,6,1,0
-0.6,-2.32,7,7,6,1,0
-0.58,-2.32,7,7,6,1,0
-0.56,-2.32,7,7,6,1,0
-0.54,-2.32,7,7,6,1,0
-0.52,-2.32,7,7,6,1,0
-0.5,-2.32,7,7,6,1,13
-0.48,-2.32,7,7,6,13,1
-0.46,-2.32,7,7,6,13,12
-0.44,-2.32,7,7,6,13,12
-0.42,-2.32,7,7,6,13,12
-0.4,-2.32,7,7,6,13,12
-0.38,-2.32,7,7,6,13,12
-0.36,-2.32,7,7,6,13,12
-0.34,-2.32,7,7,6,13,12
-0.32,-2.32,7,7,6,13,12
-0.3,-2.32,7,7,13,6,12
-0.28,-2.32,7,7,13,6,12
-0.26,-2.32,7,7,13,6,12
-0.24,-2.32,13,13,7,12,6
-0.22,-2.32,13,13,7,12,6
-0.2,-2.32,13,13,7,12,6
-0.18,-2.32,13,13,12,7,6
-0.16,-2.32,13,13,12,7,6
-0.14,-2.32,13,13,12,7,6
-0.12,-2.32,13,13,12,7,6
-0.1,-2.32,13,13,12,7,6
-0.08,-2.32,13,13,12,7,6
-0.06,-2.32,13,13,12,7,6
-0.04,-2.32,13,13,12,7,6
-0.02,-2.32,13,13,12,7,19
0.0,-2.32,13,13,12,19,7
0.02,-2.32,13,13,12,19,18
0.04,-2.32,13,13,12,19,18
0.06,-2.32,13,13,12,19,18
0.08,-2.32,13,13,12,19,18
0.1,-2.32,13,13,12,19,18
0.12,-2.32,13,13,12,19,18
0.14,-2.32,13,13,12,19,18
0.16,-2.32,13,13,12,19,18
0.18,-2.32,13,13,19,12,18
0.2,-2.32,13,13,19,12,18
0.22,-2.32,13,13,19,12,18
0.24,-2.32,19,19,13,18,12
0.26,-2.32,19,19,13,18,12
0.28,-2.32,19,19,13,18,12
0.3,-2.32,19,19,18,13,12
0.32,-2.32,19,19,18,13,12
0.34,-2.32,19,19,18,13,12
0.36,-2.32,19,19,18,13,12
0.38,-2.32,19,19,18,13,12
0.4,-2.32,19,19,18,13,25
0.42,-2.32,19,19,18,25,13
0.44,-2.32,19,19,18,25,24
0.46,-2.32,19,19,18,25,24
0.48,-2.32,19,19,18,25,24
0.5,-2.32,19,19,18,25,24
0.52,-2.32,19,19,18,25,24
0.54,-2.32,19,19,18,25,24
0.56,-2.32,19,19,18,25,24
0.58,-2.32,19,19,18,25,24
0.6,-2.32,19,19,25,18,24
0.62,-2.32,19,19,25,18,24
0.64,-2.32,19,19,25,18,24
0.66,-2.32,19,19,25,24,18
0.68,-2.32,19,19,25,24,18
0.7,-2.32,19,19,25,24,18
0.72,-2.32,25,25,24,19,18
0.74,-2.32,25,25,24,19,18
0.76,-2.32,25,25,24,19,18
0.78,-2.32,25,25,24,19,18
0.8,-2.32,25,25,24,19,18
0.82,-2.32,25,25,24,19,18
0.84,-2.32,25,25,24,19,18
0.86,-2.32,25,25,24,19,18
0.88,-2.32,25,25,24,19,18
0.9,-2.32,25,25,24,19,18
0.92,-2.32,25,25,24,19,18
0.94,-2.32,25,25,24,19,18
-1.2,-2.3,1,1,0,2,7
-1.18,-2.3,1,1,0,2,7
-1.16,-2.3,1,1,0,2,7
-1.14,-2.3,1,1,0,7,2
-1.12,-2.3,1,1,0,7,2
-1.1,-2.3,1,1,0,7,2
-1.08,-2.3,1,1,0,7,2
-1.06,-2.3,1,1,0,7,6
-1.04,-2.3,1,1,0,7,6
-1.02,-2.3,1,1,0,7,6
-1.0,-2.3,1,1,0,7,6
-0.98,-2.3,1,1,0,7,6
-0.96,-2.3,1,1,0,7,6
-0.94,-2.3,1,1,0,7,6
-0.92,-2.3,1,1,0,7,6
-0.9,-2.3,1,1,0,7,6
-0.88,-2.3,1,1,0,7,6
-0.86,-2.3,1,1,0,7,6
-0.84,-2.3,1,1,0,7,6
-0.82,-2.3,1,1,0,7,6
-0.8,-2.3,1,1,7,0,6
-0.78,-2.3,1,1,7,0,6
-0.76,-2.3,1,1,7,0,6
